name,hourly_rate,review_rating,review_count,furniture_tasks,overall_tasks,two_hour_minimum,elite_status
Buyan D.,$92.91,5.0,483,Not found,None,False,False
Rinat R.,$67.10,5.0,372,Not found,None,False,False
Valentyn M.,$65.04,4.9,294,Not found,None,False,False
Umar S.,$48.52,5.0,51,Not found,None,False,False
Rusl K.,$61.94,4.9,64,Not found,None,False,False
Mike S.,$61.94,4.9,191,Not found,None,False,False
Kirill K.,$68.13,5.0,863,Not found,None,False,False
Simon T.,$54.71,4.9,58,Not found,None,False,False
Roman I.,$74.33,5.0,613,Not found,None,False,False
Erdenibelik B.,$59.88,4.8,53,Not found,None,False,False
Aziz N.,$66.07,4.9,1513,Not found,None,False,False
Gregory K.,$103.24,5.0,408,Not found,None,False,True
Christian  T.,$41.29,4.3,26,Not found,None,False,False
Viktor L.,$46.45,5.0,46,Not found,None,False,False
Mykola M.,$60.91,5.0,36,Not found,None,False,True
Aleksandr K.,$41.29,5.0,14,Not found,None,False,False
Evgenii D.,$64,5.0,482,Not found,None,False,True
Aleks S.,$49.55,4.9,64,Not found,None,False,False
Sergei G.,$56.78,5.0,243,Not found,None,False,True
Sobir S.,$64,5.0,361,Not found,None,False,False
Andrew L.,$61.94,5.0,264,Not found,None,False,True
Roman M.,$30.97,5.0,8,Not found,None,True,False
Sergei R.,$46.45,4.9,113,Not found,None,False,False
Mikhail S.,$61.94,4.9,75,Not found,None,False,False
Mahendra S.,$66.07,5.0,1071,Not found,None,False,True
Anton Z.,$51.62,5.0,193,Not found,None,False,False
Fernando G.,$51.62,4.9,68,Not found,None,False,False
Oleksandr T.,$50.58,5.0,51,Not found,None,False,False
Mohamed A.,$44.39,5.0,3,Not found,None,False,False
Muhsin K.,$46.45,5.0,12,Not found,None,False,False
Andrew M.,$56.78,4.8,6,Not found,None,False,False
Ilez E.,$39.23,5.0,12,Not found,None,False,False
Max I.,$80.52,5.0,770,Not found,None,False,True
Konstantin K.,$60.91,5.0,667,Not found,None,False,False
Samuel A.,$51.62,4.9,30,Not found,None,True,False
Alberto G.,$59.88,4.8,206,Not found,None,False,False
Ruslan I.,$48.52,4.8,5,Not found,None,True,False
Pedro M.,$49.55,4.6,118,Not found,None,False,False
Ilia B.,$51.62,5.0,39,Not found,None,False,False
Segundo T.,$35.10,Not found,Not found,Not found,None,False,False
Edward O.,$41.29,5.0,1,Not found,None,False,False
Ismael N.,$74.33,5.0,77,Not found,None,False,False
Brad B.,$39.23,5.0,89,Not found,None,False,False
Aleksandr G.,$51.62,5.0,6,Not found,None,False,False
Andrey R.,$56.78,5.0,26,Not found,None,False,False
Luis R.,$61.94,5.0,376,Not found,None,False,False
Viktor N.,$46.45,4.8,63,Not found,None,False,False
Rodney C.,$70.20,4.9,185,Not found,None,False,False
Dilshod E.,$92.91,5.0,2,Not found,None,False,False
Jackson J.,$62.97,4.4,29,Not found,None,False,False
Jeffrey R.,$56.78,4.8,349,Not found,None,True,False
Aleksandr I.,$49.55,5.0,10,Not found,None,False,False
Marcelo W.,$36.13,5.0,1,Not found,None,False,False
Vladislav P.,$33.03,5.0,1,Not found,None,False,False
Dmytro T.,$56.78,5.0,53,Not found,None,False,False
Roman A.,$72.26,4.9,508,Not found,None,True,False
Ben G.,$36.13,3.7,4,Not found,None,False,False
MERGEN A.,$56.78,5.0,16,Not found,None,False,False
Ali S.,$41.29,5.0,1,Not found,None,False,False
Brandon M.,$50.58,4.9,93,Not found,None,True,False
Ivan O.,$41.29,5.0,59,Not found,None,True,False
Yerlan T.,$72.26,4.9,246,Not found,None,True,False
Chance D.,$60.91,4.9,188,Not found,None,False,False
Roman C.,$53.68,4.9,219,Not found,None,False,False
Reis G.,$46.45,5.0,46,Not found,None,False,False
Dmitrii S.,$92.91,5.0,573,Not found,None,False,False
Giovanni C.,$36.13,4.9,29,Not found,None,False,False
Starlyn G.,$20.64,5.0,1,Not found,None,False,False
Aldar T.,$56.78,5.0,12,Not found,None,False,False
Volodymyr K.,$61.94,5.0,21,Not found,None,False,False
Ruysdael S.,$39.23,Not found,Not found,Not found,None,False,False
Maksim K.,$37.16,5.0,98,Not found,None,False,False
Bayarto D.,$51.62,5.0,2,Not found,None,False,False
Dmitrii B.,$51.62,5.0,60,Not found,None,False,False
Ajet B.,$41.29,5.0,8,Not found,None,False,False
Aleksandr D.,$54.71,5.0,67,Not found,None,False,False
Amir D.,$57.81,5.0,48,Not found,None,False,False
Norman D.,$49.55,4.8,54,Not found,None,True,False
Aleksandr V.,$64,4.9,47,Not found,None,False,False
Anton A.,$51.62,5.0,2,Not found,None,False,False
Angel O.,$38.19,5.0,2,Not found,None,True,False
Devine L.,$61.94,5.0,8,Not found,None,False,False
Bair B.,$61.94,5.0,115,Not found,None,False,False
Ryskeldi Z.,$51.62,4.9,41,Not found,None,False,False
Michael P.,$56.78,4.9,52,Not found,None,False,False
Oleg P.,$52.65,4.9,61,Not found,None,False,False
Carlens D.,$41.29,5.0,10,Not found,None,False,False
Volodymyr B.,$67.10,5.0,65,Not found,None,False,False
Tamerlan Z.,$55.75,5.0,101,Not found,None,False,False
Raman K.,$62.97,4.9,55,Not found,None,False,False
Orkhan G.,$48.52,5.0,3,Not found,None,False,False
Brian A.,$56.78,4.4,7,Not found,None,False,False
Zain H.,$55.75,4.2,5,Not found,None,False,False
Kenneth P.,$61.94,4.9,463,Not found,None,False,False
George F.,$62.97,5.0,109,Not found,None,False,False
Kirill B.,$77.43,5.0,246,Not found,None,False,False
Ed F.,$44.39,Not found,Not found,Not found,None,False,False
Shamil D.,$87.75,5.0,7,Not found,None,False,False
Sergei S.,$60.91,5.0,18,Not found,None,False,False
Viktor F.,$49.55,5.0,120,Not found,None,False,False
Andrii D.,$46.45,3.5,4,Not found,None,False,False
Roman M.,$61.94,4.9,207,Not found,None,False,False
Abraham P.,$47.49,4.8,24,Not found,None,False,False
German C.,$30.97,Not found,Not found,Not found,None,False,False
Daulet R.,$49.55,5.0,1,Not found,None,False,False
Alexey N.,$64,5.0,83,Not found,None,False,False
George Y.,$41.29,Not found,Not found,Not found,None,False,False
Ricardo E.,$66.07,4.9,50,Not found,None,True,False
Richard N.,$81.56,5.0,561,Not found,None,False,False
Kadeem J.,$59.88,4.6,22,Not found,None,False,False
Cristian R.,$49.55,4.2,8,Not found,None,False,False
Alex D.,$61.94,5.0,6,Not found,None,False,False
Margarita A.,$41.29,Not found,Not found,Not found,None,False,False
Rustam M.,$39.23,5.0,1,Not found,None,True,False
Raiysa E.,$46.45,Not found,Not found,Not found,None,False,False
Sergey M.,$59.88,5.0,51,Not found,None,False,False
Vlad T.,$51.62,Not found,Not found,Not found,None,False,False
Waleed G.,$46.45,4.9,604,Not found,None,False,False
Andrei S.,$76.39,5.0,381,Not found,None,False,False
Charles S.,$41.29,5.0,47,Not found,None,True,False
Randy W.,$53.68,5.0,1,Not found,None,False,False
Chingis Z.,$59.88,5.0,1,Not found,None,False,False
Bruce F.,$82.59,4.9,96,Not found,None,False,False
Jerome M.,$36.13,Not found,Not found,Not found,None,False,False
Konstantin S.,$67.10,5.0,80,Not found,None,False,False
Yuri Z.,$92.91,5.0,1461,Not found,None,False,False
Oleg K.,$36.13,5.0,1,Not found,None,False,False
Andrei S.,$70.20,5.0,31,Not found,None,False,False
Aleksei F.,$103.24,4.8,51,Not found,None,False,False
Vincent W.,$57.81,4.9,93,Not found,None,False,False
Dmitrii K.,$69.17,5.0,247,Not found,None,False,False
Timur Y.,$70.20,5.0,14,Not found,None,False,False
Chris B.,$64,4.6,25,Not found,None,False,False
Ruslan A.,$35.10,Not found,Not found,Not found,None,False,False
Greg M.,$72.26,5.0,1010,Not found,None,False,False
Irakli K.,$59.88,5.0,187,Not found,None,False,True
Danny Z.,$82.59,5.0,153,Not found,None,False,False
Oleksandr K.,$69.17,5.0,209,Not found,None,False,False
Vladimir S.,$61.94,5.0,41,Not found,None,False,True
Evgenii B.,$46.45,Not found,Not found,Not found,None,False,False
Eduardo C.,$64,4.9,60,Not found,None,False,False
Andranik A.,$48.52,5.0,15,Not found,None,False,False
Sambu D.,$61.94,4.8,38,Not found,None,False,False
Kevin T.,$51.62,5.0,1,Not found,None,False,False
Aivaz G.,$72.26,5.0,233,Not found,None,False,True
Nicholas D.,$38.19,Not found,Not found,Not found,None,False,False
Baruch S.,$61.94,4.9,319,Not found,None,False,False
Vladimir V.,$53.68,Not found,Not found,Not found,None,True,False
Balzhinima R.,$72.26,5.0,297,Not found,None,False,True
Jameel C.,$64,4.9,78,Not found,None,False,False
Antonio S.,$51.62,5.0,59,Not found,None,True,False
Raksha B.,$61.94,5.0,80,Not found,None,False,True
Kevin C.,$65.04,4.8,25,Not found,None,False,False
Luis O.,$50.58,4.9,45,Not found,None,True,False
Alisher K.,$92.91,5.0,705,Not found,None,False,True
Mustafa A.,$36.13,Not found,Not found,Not found,None,False,False
Anton F.,$64,5.0,2,Not found,None,True,False
Quran B.,$58.84,5.0,10,Not found,None,True,False
Aslamjon H.,$36.13,5.0,21,Not found,None,False,False
Azimzhan S.,$92.91,5.0,5,Not found,None,False,False
Ilirjan H.,$103.24,5.0,11,Not found,None,False,False
Omar F.,$56.78,4.9,31,Not found,None,False,False
Erdem K.,$82.59,5.0,7,Not found,None,True,False
George M.,$64,Not found,Not found,Not found,None,False,False
Timothy M.,$52.65,5.0,30,Not found,None,False,False
Carlos S.,$77.43,5.0,121,Not found,None,True,False
Aleksei M.,$50.58,4.8,94,Not found,None,False,False
Aziz K.,$41.29,Not found,Not found,Not found,None,False,False
Don W.,$123.89,4.7,19,Not found,None,False,False
German B.,$67.10,5.0,3,Not found,None,False,False
