name,hourly_rate,review_rating,review_count,furniture_tasks,overall_tasks,two_hour_minimum,elite_status
Dmitrii T.,$98.07,5.0,1606,Not found,None,False,True
Bilikto B.,$82.59,4.9,234,Not found,None,False,False
Viacheslav T.,$92.91,5.0,648,Not found,None,False,False
Vitalii B.,$98.07,5.0,271,Not found,None,False,False
Max I.,$82.59,5.0,862,Not found,None,False,True
Dilshod E.,$64,4.9,111,Not found,None,False,False
Diego D.,$51.62,5.0,2,Not found,None,False,False
Stepan B.,$86.72,5.0,283,Not found,None,True,True
Sergei K.,$92.91,5.0,575,Not found,None,False,False
Randolph H.,$149.70,4.9,705,Not found,None,False,False
Merdan L.,$87.75,4.9,373,Not found,None,True,True
Igor Z.,$83.62,5.0,694,Not found,None,False,True
Konstantin K.,$123.89,5.0,756,Not found,None,False,False
Greg M.,$108.40,5.0,1045,Not found,None,False,True
Mike S.,$123.89,4.9,271,Not found,None,False,False
