name,hourly_rate,review_rating,review_count,furniture_tasks,overall_tasks,two_hour_minimum,elite_status
Erzhan K.,$165.18,5.0,1711,Not found,None,False,True
AIUR T.,$118.72,5.0,320,Not found,None,False,False
German B.,$113.56,5.0,1010,Not found,None,False,False
Aleksandr B.,$123.89,5.0,205,Not found,None,False,False
Bulat N.,$103.24,5.0,637,Not found,None,False,False
Dmitrii A.,$81.56,5.0,399,Not found,None,False,False
Volodymyr K.,$84.65,5.0,215,Not found,None,False,True
Alex K.,$77.43,5.0,124,Not found,None,False,False
Aleksandr T.,$82.59,5.0,742,Not found,None,False,False
VLAD B.,$80.52,5.0,1129,Not found,None,False,False
Ilgam M.,$79.49,5.0,145,Not found,None,False,False
TIMUR G.,$67.10,5.0,56,Not found,None,False,False
Bair B.,$113.56,5.0,595,Not found,None,False,False
Alexey G.,$87.75,5.0,716,Not found,None,False,True
Lachin M.,$98.07,5.0,873,Not found,None,False,False
