name,hourly_rate,review_rating,review_count,furniture_tasks,overall_tasks,two_hour_minimum,elite_status
Rinat R.,$90,5.0,515,Not found,None,False,False
Roman K.,$83.33,5.0,498,Not found,None,False,False
Danzan A.,$77.77,5.0,107,Not found,None,False,False
Muhsin K.,$83.33,4.9,117,Not found,None,False,False
Oleksandr T.,$77.77,5.0,86,Not found,None,False,False
Aleksandr V.,$72.22,5.0,102,Not found,None,False,False
Kirill K.,$77.77,5.0,986,Not found,None,False,False
Luis R.,$77.77,5.0,453,Not found,None,False,False
Ivan F.,$80,5.0,67,Not found,None,False,False
Andrei K.,$54.44,5.0,46,Not found,None,False,False
Anton B.,$64.44,5.0,37,Not found,None,False,False
Lamiia K.,$61.11,4.8,32,Not found,None,False,False
Buyan D.,$116.66,5.0,720,Not found,None,False,False
Gregory K.,$100,5.0,703,Not found,None,False,False
Victor S.,$61.11,5.0,28,Not found,None,False,False
